id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;kelompok_pengeluaran;kode_bulan;bulan_pengeluaran;nilai_inflasi;satuan;tahun
2691;32;JAWA BARAT;3273;KOTA BANDUNG;PAKAIAN DAN ALAS KAKI;9;SEPTEMBER;0,01;PERSEN;2022
2692;32;JAWA BARAT;3273;KOTA BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;9;SEPTEMBER;0,08;PERSEN;2022
2693;32;JAWA BARAT;3273;KOTA BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;9;SEPTEMBER;0,37;PERSEN;2022
2694;32;JAWA BARAT;3273;KOTA BANDUNG;KESEHATAN;9;SEPTEMBER;0,04;PERSEN;2022
2695;32;JAWA BARAT;3273;KOTA BANDUNG;TRANSPORTASI;9;SEPTEMBER;11,14;PERSEN;2022
2696;32;JAWA BARAT;3273;KOTA BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;9;SEPTEMBER;0;PERSEN;2022
2697;32;JAWA BARAT;3273;KOTA BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;9;SEPTEMBER;0;PERSEN;2022
2698;32;JAWA BARAT;3273;KOTA BANDUNG;PENDIDIKAN;9;SEPTEMBER;0;PERSEN;2022
2699;32;JAWA BARAT;3273;KOTA BANDUNG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;9;SEPTEMBER;0,41;PERSEN;2022
2700;32;JAWA BARAT;3273;KOTA BANDUNG;PERAWATAN PRIBADI DA JASA LAINNYA;9;SEPTEMBER;0,94;PERSEN;2022
2701;32;JAWA BARAT;3273;KOTA BANDUNG;UMUM;10;OKTOBER;0,12;PERSEN;2022
2702;32;JAWA BARAT;3273;KOTA BANDUNG;MAKANAN, MINUMAN DAN TEMBAKAU;10;OKTOBER;-0,85;PERSEN;2022
2703;32;JAWA BARAT;3273;KOTA BANDUNG;PAKAIAN DAN ALAS KAKI;10;OKTOBER;0,24;PERSEN;2022
2704;32;JAWA BARAT;3273;KOTA BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;10;OKTOBER;0,71;PERSEN;2022
2705;32;JAWA BARAT;3273;KOTA BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;10;OKTOBER;0,01;PERSEN;2022
2706;32;JAWA BARAT;3273;KOTA BANDUNG;KESEHATAN;10;OKTOBER;0,78;PERSEN;2022
2707;32;JAWA BARAT;3273;KOTA BANDUNG;TRANSPORTASI;10;OKTOBER;0,26;PERSEN;2022
2708;32;JAWA BARAT;3273;KOTA BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;10;OKTOBER;-0,05;PERSEN;2022
2709;32;JAWA BARAT;3273;KOTA BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;10;OKTOBER;0;PERSEN;2022
2710;32;JAWA BARAT;3273;KOTA BANDUNG;PENDIDIKAN;10;OKTOBER;0;PERSEN;2022
2711;32;JAWA BARAT;3273;KOTA BANDUNG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;10;OKTOBER;1,31;PERSEN;2022
2712;32;JAWA BARAT;3273;KOTA BANDUNG;PERAWATAN PRIBADI DA JASA LAINNYA;10;OKTOBER;-0,05;PERSEN;2022
2713;32;JAWA BARAT;3273;KOTA BANDUNG;UMUM;11;NOVEMBER;0,12;PERSEN;2022
2714;32;JAWA BARAT;3273;KOTA BANDUNG;MAKANAN, MINUMAN DAN TEMBAKAU;11;NOVEMBER;0,41;PERSEN;2022
2715;32;JAWA BARAT;3273;KOTA BANDUNG;PAKAIAN DAN ALAS KAKI;11;NOVEMBER;0,08;PERSEN;2022
2716;32;JAWA BARAT;3273;KOTA BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;11;NOVEMBER;0,04;PERSEN;2022
2717;32;JAWA BARAT;3273;KOTA BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;11;NOVEMBER;-0,14;PERSEN;2022
2718;32;JAWA BARAT;3273;KOTA BANDUNG;KESEHATAN;11;NOVEMBER;0,03;PERSEN;2022
2719;32;JAWA BARAT;3273;KOTA BANDUNG;TRANSPORTASI;11;NOVEMBER;-0,08;PERSEN;2022
2720;32;JAWA BARAT;3273;KOTA BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;11;NOVEMBER;0;PERSEN;2022
2721;32;JAWA BARAT;3273;KOTA BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;11;NOVEMBER;0,22;PERSEN;2022
2722;32;JAWA BARAT;3273;KOTA BANDUNG;PENDIDIKAN;11;NOVEMBER;0;PERSEN;2022
2723;32;JAWA BARAT;3273;KOTA BANDUNG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;11;NOVEMBER;0;PERSEN;2022
2724;32;JAWA BARAT;3273;KOTA BANDUNG;PERAWATAN PRIBADI DA JASA LAINNYA;11;NOVEMBER;0,26;PERSEN;2022
2725;32;JAWA BARAT;3273;KOTA BANDUNG;UMUM;12;DESEMBER;2,04;PERSEN;2022
2726;32;JAWA BARAT;3273;KOTA BANDUNG;MAKANAN, MINUMAN DAN TEMBAKAU;12;DESEMBER;0,74;PERSEN;2022
2727;32;JAWA BARAT;3273;KOTA BANDUNG;PAKAIAN DAN ALAS KAKI;12;DESEMBER;0,01;PERSEN;2022
2728;32;JAWA BARAT;3273;KOTA BANDUNG;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;12;DESEMBER;6,83;PERSEN;2022
2729;32;JAWA BARAT;3273;KOTA BANDUNG;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;12;DESEMBER;0,26;PERSEN;2022
2730;32;JAWA BARAT;3273;KOTA BANDUNG;KESEHATAN;12;DESEMBER;0,11;PERSEN;2022
2731;32;JAWA BARAT;3273;KOTA BANDUNG;TRANSPORTASI;12;DESEMBER;0,21;PERSEN;2022
2732;32;JAWA BARAT;3273;KOTA BANDUNG;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;12;DESEMBER;0;PERSEN;2022
2733;32;JAWA BARAT;3273;KOTA BANDUNG;REKREASI, OLAHRAGA DAN BUDAYA;12;DESEMBER;-0,04;PERSEN;2022
2734;32;JAWA BARAT;3273;KOTA BANDUNG;PENDIDIKAN;12;DESEMBER;0;PERSEN;2022
2735;32;JAWA BARAT;3273;KOTA BANDUNG;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;12;DESEMBER;0;PERSEN;2022
2736;32;JAWA BARAT;3273;KOTA BANDUNG;PERAWATAN PRIBADI DA JASA LAINNYA;12;DESEMBER;0,56;PERSEN;2022
2737;32;JAWA BARAT;3274;KOTA CIREBON;UMUM;1;JANUARI;0,55;PERSEN;2022
2738;32;JAWA BARAT;3274;KOTA CIREBON;MAKANAN, MINUMAN DAN TEMBAKAU;1;JANUARI;1,04;PERSEN;2022
2739;32;JAWA BARAT;3274;KOTA CIREBON;PAKAIAN DAN ALAS KAKI;1;JANUARI;0,06;PERSEN;2022
2740;32;JAWA BARAT;3274;KOTA CIREBON;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;1;JANUARI;0,15;PERSEN;2022
2741;32;JAWA BARAT;3274;KOTA CIREBON;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;1;JANUARI;1,23;PERSEN;2022
2742;32;JAWA BARAT;3274;KOTA CIREBON;KESEHATAN;1;JANUARI;0,49;PERSEN;2022
2743;32;JAWA BARAT;3274;KOTA CIREBON;TRANSPORTASI;1;JANUARI;-0,25;PERSEN;2022
2744;32;JAWA BARAT;3274;KOTA CIREBON;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;1;JANUARI;0,31;PERSEN;2022
2745;32;JAWA BARAT;3274;KOTA CIREBON;REKREASI, OLAHRAGA DAN BUDAYA;1;JANUARI;0,54;PERSEN;2022
2746;32;JAWA BARAT;3274;KOTA CIREBON;PENDIDIKAN;1;JANUARI;0;PERSEN;2022
2747;32;JAWA BARAT;3274;KOTA CIREBON;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;1;JANUARI;0,85;PERSEN;2022
2748;32;JAWA BARAT;3274;KOTA CIREBON;PERAWATAN PRIBADI DA JASA LAINNYA;1;JANUARI;0,97;PERSEN;2022
2749;32;JAWA BARAT;3274;KOTA CIREBON;UMUM;2;FEBRUARI;0,15;PERSEN;2022
2750;32;JAWA BARAT;3274;KOTA CIREBON;MAKANAN, MINUMAN DAN TEMBAKAU;2;FEBRUARI;-0,48;PERSEN;2022
2751;32;JAWA BARAT;3274;KOTA CIREBON;PAKAIAN DAN ALAS KAKI;2;FEBRUARI;0,41;PERSEN;2022
2752;32;JAWA BARAT;3274;KOTA CIREBON;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;2;FEBRUARI;0;PERSEN;2022
2753;32;JAWA BARAT;3274;KOTA CIREBON;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;2;FEBRUARI;1,02;PERSEN;2022
2754;32;JAWA BARAT;3274;KOTA CIREBON;KESEHATAN;2;FEBRUARI;0,77;PERSEN;2022
2755;32;JAWA BARAT;3274;KOTA CIREBON;TRANSPORTASI;2;FEBRUARI;0,61;PERSEN;2022
2756;32;JAWA BARAT;3274;KOTA CIREBON;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;2;FEBRUARI;0;PERSEN;2022
2757;32;JAWA BARAT;3274;KOTA CIREBON;REKREASI, OLAHRAGA DAN BUDAYA;2;FEBRUARI;0,4;PERSEN;2022
2758;32;JAWA BARAT;3274;KOTA CIREBON;PENDIDIKAN;2;FEBRUARI;0,11;PERSEN;2022
2759;32;JAWA BARAT;3274;KOTA CIREBON;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;2;FEBRUARI;0,73;PERSEN;2022
2760;32;JAWA BARAT;3274;KOTA CIREBON;PERAWATAN PRIBADI DA JASA LAINNYA;2;FEBRUARI;0,64;PERSEN;2022
2761;32;JAWA BARAT;3274;KOTA CIREBON;UMUM;3;MARET;0,64;PERSEN;2022
2762;32;JAWA BARAT;3274;KOTA CIREBON;MAKANAN, MINUMAN DAN TEMBAKAU;3;MARET;1,29;PERSEN;2022
2763;32;JAWA BARAT;3274;KOTA CIREBON;PAKAIAN DAN ALAS KAKI;3;MARET;0;PERSEN;2022
2764;32;JAWA BARAT;3274;KOTA CIREBON;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;3;MARET;0,34;PERSEN;2022
2765;32;JAWA BARAT;3274;KOTA CIREBON;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;3;MARET;0,84;PERSEN;2022
2766;32;JAWA BARAT;3274;KOTA CIREBON;KESEHATAN;3;MARET;0,08;PERSEN;2022
2767;32;JAWA BARAT;3274;KOTA CIREBON;TRANSPORTASI;3;MARET;0,69;PERSEN;2022
2768;32;JAWA BARAT;3274;KOTA CIREBON;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;3;MARET;0;PERSEN;2022
2769;32;JAWA BARAT;3274;KOTA CIREBON;REKREASI, OLAHRAGA DAN BUDAYA;3;MARET;0;PERSEN;2022
2770;32;JAWA BARAT;3274;KOTA CIREBON;PENDIDIKAN;3;MARET;0;PERSEN;2022
2771;32;JAWA BARAT;3274;KOTA CIREBON;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;3;MARET;0,12;PERSEN;2022
2772;32;JAWA BARAT;3274;KOTA CIREBON;PERAWATAN PRIBADI DA JASA LAINNYA;3;MARET;1,29;PERSEN;2022
2773;32;JAWA BARAT;3274;KOTA CIREBON;UMUM;4;APRIL;0,72;PERSEN;2022
2774;32;JAWA BARAT;3274;KOTA CIREBON;MAKANAN, MINUMAN DAN TEMBAKAU;4;APRIL;1,12;PERSEN;2022
2775;32;JAWA BARAT;3274;KOTA CIREBON;PAKAIAN DAN ALAS KAKI;4;APRIL;0,42;PERSEN;2022
2776;32;JAWA BARAT;3274;KOTA CIREBON;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;4;APRIL;0,13;PERSEN;2022
2777;32;JAWA BARAT;3274;KOTA CIREBON;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;4;APRIL;0,98;PERSEN;2022
2778;32;JAWA BARAT;3274;KOTA CIREBON;KESEHATAN;4;APRIL;0,35;PERSEN;2022
2779;32;JAWA BARAT;3274;KOTA CIREBON;TRANSPORTASI;4;APRIL;2,02;PERSEN;2022
2780;32;JAWA BARAT;3274;KOTA CIREBON;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;4;APRIL;0;PERSEN;2022
2781;32;JAWA BARAT;3274;KOTA CIREBON;REKREASI, OLAHRAGA DAN BUDAYA;4;APRIL;0,81;PERSEN;2022
2782;32;JAWA BARAT;3274;KOTA CIREBON;PENDIDIKAN;4;APRIL;0;PERSEN;2022
2783;32;JAWA BARAT;3274;KOTA CIREBON;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;4;APRIL;0,65;PERSEN;2022
2784;32;JAWA BARAT;3274;KOTA CIREBON;PERAWATAN PRIBADI DA JASA LAINNYA;4;APRIL;-0,09;PERSEN;2022
2785;32;JAWA BARAT;3274;KOTA CIREBON;UMUM;5;MEI;0,42;PERSEN;2022
2786;32;JAWA BARAT;3274;KOTA CIREBON;MAKANAN, MINUMAN DAN TEMBAKAU;5;MEI;1,01;PERSEN;2022
2787;32;JAWA BARAT;3274;KOTA CIREBON;PAKAIAN DAN ALAS KAKI;5;MEI;0,41;PERSEN;2022
2788;32;JAWA BARAT;3274;KOTA CIREBON;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;5;MEI;0,04;PERSEN;2022
2789;32;JAWA BARAT;3274;KOTA CIREBON;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;5;MEI;0,34;PERSEN;2022
2790;32;JAWA BARAT;3274;KOTA CIREBON;KESEHATAN;5;MEI;0;PERSEN;2022
2791;32;JAWA BARAT;3274;KOTA CIREBON;TRANSPORTASI;5;MEI;0,03;PERSEN;2022
2792;32;JAWA BARAT;3274;KOTA CIREBON;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;5;MEI;0;PERSEN;2022
2793;32;JAWA BARAT;3274;KOTA CIREBON;REKREASI, OLAHRAGA DAN BUDAYA;5;MEI;0,2;PERSEN;2022
2794;32;JAWA BARAT;3274;KOTA CIREBON;PENDIDIKAN;5;MEI;0;PERSEN;2022
2795;32;JAWA BARAT;3274;KOTA CIREBON;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;5;MEI;0,47;PERSEN;2022
2796;32;JAWA BARAT;3274;KOTA CIREBON;PERAWATAN PRIBADI DA JASA LAINNYA;5;MEI;0,38;PERSEN;2022
2797;32;JAWA BARAT;3274;KOTA CIREBON;UMUM;6;JUNI;0,48;PERSEN;2022
2798;32;JAWA BARAT;3274;KOTA CIREBON;MAKANAN, MINUMAN DAN TEMBAKAU;6;JUNI;1,3;PERSEN;2022
2799;32;JAWA BARAT;3274;KOTA CIREBON;PAKAIAN DAN ALAS KAKI;6;JUNI;0;PERSEN;2022
2800;32;JAWA BARAT;3274;KOTA CIREBON;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;6;JUNI;0,01;PERSEN;2022
2801;32;JAWA BARAT;3274;KOTA CIREBON;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;6;JUNI;0,44;PERSEN;2022
2802;32;JAWA BARAT;3274;KOTA CIREBON;KESEHATAN;6;JUNI;0;PERSEN;2022
2803;32;JAWA BARAT;3274;KOTA CIREBON;TRANSPORTASI;6;JUNI;-0,09;PERSEN;2022
2804;32;JAWA BARAT;3274;KOTA CIREBON;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;6;JUNI;0,03;PERSEN;2022
2805;32;JAWA BARAT;3274;KOTA CIREBON;REKREASI, OLAHRAGA DAN BUDAYA;6;JUNI;0,02;PERSEN;2022
2806;32;JAWA BARAT;3274;KOTA CIREBON;PENDIDIKAN;6;JUNI;0;PERSEN;2022
2807;32;JAWA BARAT;3274;KOTA CIREBON;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;6;JUNI;0,49;PERSEN;2022
2808;32;JAWA BARAT;3274;KOTA CIREBON;PERAWATAN PRIBADI DA JASA LAINNYA;6;JUNI;0,64;PERSEN;2022
2809;32;JAWA BARAT;3274;KOTA CIREBON;UMUM;7;JULI;0,36;PERSEN;2022
2810;32;JAWA BARAT;3274;KOTA CIREBON;MAKANAN, MINUMAN DAN TEMBAKAU;7;JULI;0,48;PERSEN;2022
2811;32;JAWA BARAT;3274;KOTA CIREBON;PAKAIAN DAN ALAS KAKI;7;JULI;0,27;PERSEN;2022
2812;32;JAWA BARAT;3274;KOTA CIREBON;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;7;JULI;0,26;PERSEN;2022
2813;32;JAWA BARAT;3274;KOTA CIREBON;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;7;JULI;0,54;PERSEN;2022
2814;32;JAWA BARAT;3274;KOTA CIREBON;KESEHATAN;7;JULI;0,04;PERSEN;2022
2815;32;JAWA BARAT;3274;KOTA CIREBON;TRANSPORTASI;7;JULI;0,08;PERSEN;2022
2816;32;JAWA BARAT;3274;KOTA CIREBON;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;7;JULI;0;PERSEN;2022
2817;32;JAWA BARAT;3274;KOTA CIREBON;REKREASI, OLAHRAGA DAN BUDAYA;7;JULI;0,75;PERSEN;2022
2818;32;JAWA BARAT;3274;KOTA CIREBON;PENDIDIKAN;7;JULI;0;PERSEN;2022
2819;32;JAWA BARAT;3274;KOTA CIREBON;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;7;JULI;0,29;PERSEN;2022
2820;32;JAWA BARAT;3274;KOTA CIREBON;PERAWATAN PRIBADI DA JASA LAINNYA;7;JULI;1,36;PERSEN;2022
2821;32;JAWA BARAT;3274;KOTA CIREBON;UMUM;8;AGUSTUS;-0,03;PERSEN;2022
2822;32;JAWA BARAT;3274;KOTA CIREBON;MAKANAN, MINUMAN DAN TEMBAKAU;8;AGUSTUS;-0,86;PERSEN;2022
2823;32;JAWA BARAT;3274;KOTA CIREBON;PAKAIAN DAN ALAS KAKI;8;AGUSTUS;0,11;PERSEN;2022
2824;32;JAWA BARAT;3274;KOTA CIREBON;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;8;AGUSTUS;0,2;PERSEN;2022
2825;32;JAWA BARAT;3274;KOTA CIREBON;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;8;AGUSTUS;0,12;PERSEN;2022
2826;32;JAWA BARAT;3274;KOTA CIREBON;KESEHATAN;8;AGUSTUS;0;PERSEN;2022
2827;32;JAWA BARAT;3274;KOTA CIREBON;TRANSPORTASI;8;AGUSTUS;0,03;PERSEN;2022
2828;32;JAWA BARAT;3274;KOTA CIREBON;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;8;AGUSTUS;0;PERSEN;2022
2829;32;JAWA BARAT;3274;KOTA CIREBON;REKREASI, OLAHRAGA DAN BUDAYA;8;AGUSTUS;0,29;PERSEN;2022
2830;32;JAWA BARAT;3274;KOTA CIREBON;PENDIDIKAN;8;AGUSTUS;1,73;PERSEN;2022
2831;32;JAWA BARAT;3274;KOTA CIREBON;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;8;AGUSTUS;0,2;PERSEN;2022
2832;32;JAWA BARAT;3274;KOTA CIREBON;PERAWATAN PRIBADI DA JASA LAINNYA;8;AGUSTUS;0,81;PERSEN;2022
2833;32;JAWA BARAT;3274;KOTA CIREBON;UMUM;9;SEPTEMBER;1,12;PERSEN;2022
2834;32;JAWA BARAT;3274;KOTA CIREBON;MAKANAN, MINUMAN DAN TEMBAKAU;9;SEPTEMBER;-1,21;PERSEN;2022
2835;32;JAWA BARAT;3274;KOTA CIREBON;PAKAIAN DAN ALAS KAKI;9;SEPTEMBER;0;PERSEN;2022
2836;32;JAWA BARAT;3274;KOTA CIREBON;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;9;SEPTEMBER;0;PERSEN;2022
2837;32;JAWA BARAT;3274;KOTA CIREBON;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;9;SEPTEMBER;0,27;PERSEN;2022
2838;32;JAWA BARAT;3274;KOTA CIREBON;KESEHATAN;9;SEPTEMBER;0;PERSEN;2022
2839;32;JAWA BARAT;3274;KOTA CIREBON;TRANSPORTASI;9;SEPTEMBER;13,33;PERSEN;2022
2840;32;JAWA BARAT;3274;KOTA CIREBON;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;9;SEPTEMBER;0,24;PERSEN;2022
2841;32;JAWA BARAT;3274;KOTA CIREBON;REKREASI, OLAHRAGA DAN BUDAYA;9;SEPTEMBER;0;PERSEN;2022
2842;32;JAWA BARAT;3274;KOTA CIREBON;PENDIDIKAN;9;SEPTEMBER;0;PERSEN;2022
2843;32;JAWA BARAT;3274;KOTA CIREBON;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;9;SEPTEMBER;0;PERSEN;2022
2844;32;JAWA BARAT;3274;KOTA CIREBON;PERAWATAN PRIBADI DA JASA LAINNYA;9;SEPTEMBER;0,29;PERSEN;2022
2845;32;JAWA BARAT;3274;KOTA CIREBON;UMUM;10;OKTOBER;-0,1;PERSEN;2022
2846;32;JAWA BARAT;3274;KOTA CIREBON;MAKANAN, MINUMAN DAN TEMBAKAU;10;OKTOBER;-1,1;PERSEN;2022
2847;32;JAWA BARAT;3274;KOTA CIREBON;PAKAIAN DAN ALAS KAKI;10;OKTOBER;0,39;PERSEN;2022
2848;32;JAWA BARAT;3274;KOTA CIREBON;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;10;OKTOBER;0,27;PERSEN;2022
2849;32;JAWA BARAT;3274;KOTA CIREBON;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;10;OKTOBER;-0,18;PERSEN;2022
2850;32;JAWA BARAT;3274;KOTA CIREBON;KESEHATAN;10;OKTOBER;0,79;PERSEN;2022
2851;32;JAWA BARAT;3274;KOTA CIREBON;TRANSPORTASI;10;OKTOBER;0,62;PERSEN;2022
2852;32;JAWA BARAT;3274;KOTA CIREBON;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;10;OKTOBER;-0,15;PERSEN;2022
2853;32;JAWA BARAT;3274;KOTA CIREBON;REKREASI, OLAHRAGA DAN BUDAYA;10;OKTOBER;0,42;PERSEN;2022
2854;32;JAWA BARAT;3274;KOTA CIREBON;PENDIDIKAN;10;OKTOBER;0,01;PERSEN;2022
2855;32;JAWA BARAT;3274;KOTA CIREBON;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;10;OKTOBER;0,16;PERSEN;2022
2856;32;JAWA BARAT;3274;KOTA CIREBON;PERAWATAN PRIBADI DA JASA LAINNYA;10;OKTOBER;0,54;PERSEN;2022
2857;32;JAWA BARAT;3274;KOTA CIREBON;UMUM;11;NOVEMBER;0,09;PERSEN;2022
2858;32;JAWA BARAT;3274;KOTA CIREBON;MAKANAN, MINUMAN DAN TEMBAKAU;11;NOVEMBER;0,25;PERSEN;2022
2859;32;JAWA BARAT;3274;KOTA CIREBON;PAKAIAN DAN ALAS KAKI;11;NOVEMBER;0;PERSEN;2022
2860;32;JAWA BARAT;3274;KOTA CIREBON;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;11;NOVEMBER;0;PERSEN;2022
2861;32;JAWA BARAT;3274;KOTA CIREBON;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;11;NOVEMBER;0,03;PERSEN;2022
2862;32;JAWA BARAT;3274;KOTA CIREBON;KESEHATAN;11;NOVEMBER;0;PERSEN;2022
2863;32;JAWA BARAT;3274;KOTA CIREBON;TRANSPORTASI;11;NOVEMBER;0,12;PERSEN;2022
2864;32;JAWA BARAT;3274;KOTA CIREBON;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;11;NOVEMBER;0;PERSEN;2022
2865;32;JAWA BARAT;3274;KOTA CIREBON;REKREASI, OLAHRAGA DAN BUDAYA;11;NOVEMBER;0;PERSEN;2022
2866;32;JAWA BARAT;3274;KOTA CIREBON;PENDIDIKAN;11;NOVEMBER;0;PERSEN;2022
2867;32;JAWA BARAT;3274;KOTA CIREBON;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;11;NOVEMBER;0;PERSEN;2022
2868;32;JAWA BARAT;3274;KOTA CIREBON;PERAWATAN PRIBADI DA JASA LAINNYA;11;NOVEMBER;0,12;PERSEN;2022
2869;32;JAWA BARAT;3274;KOTA CIREBON;UMUM;12;DESEMBER;0,35;PERSEN;2022
2870;32;JAWA BARAT;3274;KOTA CIREBON;MAKANAN, MINUMAN DAN TEMBAKAU;12;DESEMBER;1,11;PERSEN;2022
2871;32;JAWA BARAT;3274;KOTA CIREBON;PAKAIAN DAN ALAS KAKI;12;DESEMBER;0,03;PERSEN;2022
2872;32;JAWA BARAT;3274;KOTA CIREBON;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;12;DESEMBER;-0,28;PERSEN;2022
2873;32;JAWA BARAT;3274;KOTA CIREBON;PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA;12;DESEMBER;0,04;PERSEN;2022
2874;32;JAWA BARAT;3274;KOTA CIREBON;KESEHATAN;12;DESEMBER;0,93;PERSEN;2022
2875;32;JAWA BARAT;3274;KOTA CIREBON;TRANSPORTASI;12;DESEMBER;0,3;PERSEN;2022
2876;32;JAWA BARAT;3274;KOTA CIREBON;INFORMASI, KOMUNIKASI DAN JASA KEUANGAN;12;DESEMBER;0;PERSEN;2022
2877;32;JAWA BARAT;3274;KOTA CIREBON;REKREASI, OLAHRAGA DAN BUDAYA;12;DESEMBER;0,1;PERSEN;2022
2878;32;JAWA BARAT;3274;KOTA CIREBON;PENDIDIKAN;12;DESEMBER;0;PERSEN;2022
2879;32;JAWA BARAT;3274;KOTA CIREBON;PENYEDIAAN MAKANAN DAN MINUMAN/ RESTORAN;12;DESEMBER;0,08;PERSEN;2022
2880;32;JAWA BARAT;3274;KOTA CIREBON;PERAWATAN PRIBADI DA JASA LAINNYA;12;DESEMBER;0,42;PERSEN;2022
2881;32;JAWA BARAT;3275;KOTA BEKASI;UMUM;1;JANUARI;0,39;PERSEN;2022
2882;32;JAWA BARAT;3275;KOTA BEKASI;MAKANAN, MINUMAN DAN TEMBAKAU;1;JANUARI;0,44;PERSEN;2022
2883;32;JAWA BARAT;3275;KOTA BEKASI;PAKAIAN DAN ALAS KAKI;1;JANUARI;-0,01;PERSEN;2022
2884;32;JAWA BARAT;3275;KOTA BEKASI;PERUMAHAN, AIR, LISTRIK DAN BAHAN BAKAR RUMAH TANGGA;1;JANUARI;0,77;PERSEN;2022
